2026-03-16 17:54:48 | INFO     | gui.app | MainWindow initialised.
2026-03-16 18:10:48 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPuQc6zeHuUCh5JPNy'}
2026-03-16 18:10:48 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:48 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPuhU9KKCayuyTVA14'}
2026-03-16 18:10:48 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:48 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPv43go6D54Hayhj8V'}
2026-03-16 18:10:48 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:48 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPvJRz45VenSaobiFo'}
2026-03-16 18:10:48 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:48 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPvYZsEGG8Swkrwq9g'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPvohAhWXFVBtA2X2e'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPw4pRQcY71QbdFKLC'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPwHibm91DzxBzAqmh'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPwWcGWRyGbprekmAD'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPwj1ZpL8WczNJTHvX'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPwzP9i2VytgV51kGf'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPxFGH2pNSh9TFJKNC'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPxSvJvsuJDDLZ8VKf'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPxeKua7xUmJsRxuPJ'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPxqyayg3h6Ryuhh4K'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPyBp94CxBoBhum8iM'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPySCeJixWZPGZFDwM'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPygq9jR579JJNLHYS'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPyviJNJMHyvY396by'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPz9N2Qg5d3UcTzHXM'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPzNkobuVvEjxDJtef'}
2026-03-16 18:10:49 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:49 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPzbu7vfK5QgB6mw4X'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XPzoJiqWaGoErutJLk'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ16fFKSCw7gkyxWDH'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ1KZHSFKhSvrkqdi3'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ1XxRFznzSZPxkQ94'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ1kMfQBm4W76kseGn'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ2DdRzrELJ4KL7oT7'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ2bhPor18iKPYeckp'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ2pbd7gYrueC5NGU7'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ32FQHUp6pbppP57L'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ3EQ5WxrR8vZFcXbC'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ3THzhUfyYycv4gAS'}
2026-03-16 18:10:50 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:10:50 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XQ3hgCSAjTxXKCrHeN'}
2026-03-16 18:11:27 | INFO     | src.scanner | Scanning desktop at: C:\Users\ideac\OneDrive\Desktop
2026-03-16 18:11:27 | INFO     | src.scanner | Scan complete. Found 46 items.
2026-03-16 18:11:27 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:27 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSnzERoQ5StaSdtBsJ'}
2026-03-16 18:11:27 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:27 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSoJ5zsnvYvPFVVyuG'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSoVVPNiWJq69sWbNH'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSogtwhZmPymeaaLTW'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSov3Q2cjhDTqo9HyE'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSpAfwrH1heCafMP9g'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSpQK7PGgGRtffNg9f'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSpcTq2Nc2RbceCyiG'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSppcJgA32fVmKZeuk'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSq2mRkUffBNxFRtA4'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSqFQd7d1c5X516jFM'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSqV3iW4GDvkExgVek'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSqjBcRfmAvEG7W2hC'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSqz4i7AbEHEjwSd3k'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSrCxNsDytBeU4JzcV'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSrmBzFkSe9Wrv3Kd5'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSs6HnTEEPxsetDJGK'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSsHh5DLmYRDG4Rgrm'}
2026-03-16 18:11:28 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:28 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSsVqmtGfrw6BNJGHn'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSsizJRi4Pb9WxVMgf'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSswddtTpufw2gmm29'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XStB2Jx4RUGWVetsVG'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XStRuLi9ewp1F1nb9G'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XStdJjW846bt9jvZJX'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XStqTr7qe8epVAwJ83'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSu474zsRKoyiD9ikw'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
2026-03-16 18:11:29 | ERROR    | src.classifier | LLM API call failed: Error code: 401 - {'type': 'error', 'error': {'type': 'authentication_error', 'message': 'invalid x-api-key'}, 'request_id': 'req_011CZ7XSuHkBcq1cTJCNFNs6'}
2026-03-16 18:11:29 | INFO     | httpx | HTTP Request: POST https://api.anthropic.com/v1/messages "HTTP/1.1 401 Unauthorized"
